Brand,Material,Size,Compartments,Laptop Compartment,Waterproof,Style,Color,Weight Capacity (kg),Price
Nike,Leather,Medium,5.0,Yes,Yes,Messenger,Gray,28.467393882757392,60.886347500730345
Puma,Leather,Large,6.0,No,No,Backpack,Blue,11.96689960574955,77.64390259594502
Nike,Canvas,Small,1.0,No,No,Tote,Black,13.79203012034133,106.42593160288128
Nike,Nylon,Small,2.0,,Yes,Backpack,Blue,27.81595457474829,99.31084626855775
Adidas,Nylon,Small,,No,Yes,,Gray,28.716827589012524,55.7233456203433
Nike,Canvas,Small,10.0,No,No,Tote,Black,17.738086049684412,61.75784641261468
Under Armour,Nylon,Medium,5.0,Yes,No,Tote,Green,28.158943457797,103.79383081896704
Adidas,Leather,Small,5.0,No,Yes,Tote,Blue,26.229910999020085,112.46340502148264
Nike,Canvas,Medium,10.0,No,No,Backpack,Red,10.04147212619692,105.82490492786452
Under Armour,Canvas,Medium,8.0,No,No,Backpack,Red,,138.25418347769457
Jansport,Nylon,Large,1.0,Yes,No,Backpack,,16.8388770995021,122.12084404665951
Nike,Polyester,Small,8.0,Yes,No,Tote,Pink,7.422890745589308,119.86881525670294
Adidas,Leather,Large,10.0,No,No,Messenger,Green,8.597494039767895,45.148408648912856
Adidas,Polyester,Large,1.0,Yes,Yes,Messenger,Blue,29.673077854625244,21.08900205024556
Jansport,Nylon,Large,9.0,No,No,Tote,Gray,14.814098027891566,110.91656534510015
Jansport,Leather,Large,5.0,No,Yes,Backpack,Pink,25.323498892873783,127.36578770272456
Under Armour,Polyester,Large,4.0,Yes,No,Tote,Black,19.50819670222386,52.23148949874921
Nike,Polyester,Large,4.0,Yes,Yes,Messenger,Black,24.69651940789428,121.17949685665415
Puma,Leather,Large,5.0,Yes,No,,Red,23.36270869989317,58.163470752959526
Adidas,Polyester,Medium,5.0,Yes,Yes,Backpack,Red,11.28891835111165,107.552923142912
Adidas,Polyester,Small,8.0,No,Yes,Messenger,Red,11.43355219772388,123.90648422273928
Under Armour,Leather,Small,10.0,Yes,No,Backpack,Green,5.6001235977054495,81.50782282184655
Adidas,Leather,Large,7.0,No,Yes,Tote,Green,17.051133931171833,27.3032832386806
Jansport,Canvas,,6.0,Yes,,Tote,Black,14.684269208781648,103.04118953910124
Jansport,Canvas,Medium,3.0,,No,Messenger,Pink,25.994464958390328,
,Canvas,Small,3.0,Yes,Yes,Messenger,Green,28.57050770549507,130.20854533833162
Under Armour,Canvas,Large,10.0,No,Yes,Tote,Pink,18.78157641412697,37.50534587376892
Adidas,Polyester,Large,2.0,Yes,Yes,Tote,Blue,11.002549448019124,69.73545694274632
Jansport,Nylon,Medium,9.0,No,Yes,Backpack,Red,10.57408231470914,72.56554270132771
Puma,Leather,Medium,8.0,Yes,No,Backpack,Blue,19.909853735596837,21.317490691903117
Jansport,Nylon,Large,8.0,Yes,No,,Pink,5.0,124.88708608796588
Adidas,Canvas,Small,6.0,No,Yes,,Green,27.037281810008235,17.63625605454487
Under Armour,Leather,Large,,No,No,Tote,Black,24.04036266283241,121.435085757366
Nike,Leather,Medium,8.0,Yes,Yes,Messenger,Green,24.070647837253496,19.55692101902244
Jansport,Polyester,Large,6.0,No,No,Tote,Green,30.0,
Nike,Canvas,Small,1.0,No,Yes,Tote,Pink,5.0,119.65789641159992
Jansport,Polyester,Large,2.0,,No,Tote,Green,26.205918273161053,144.58175113944773
Nike,Canvas,Medium,8.0,No,Yes,Messenger,Red,21.539032412539413,88.21337097753363
Under Armour,Polyester,Small,6.0,Yes,Yes,Tote,Blue,27.836386138146143,112.87983698640188
Nike,Canvas,Medium,9.0,No,No,Tote,Red,27.743445890273392,68.11830903523662
Puma,Polyester,Small,,Yes,Yes,Backpack,Gray,16.566242944659532,103.6658748460666
,Nylon,Large,2.0,Yes,,Messenger,Gray,22.71616420176774,113.10325821553204
Puma,Canvas,Small,9.0,Yes,No,Messenger,Blue,8.720891919827329,50.78312607113227
Jansport,Polyester,Small,4.0,Yes,Yes,Messenger,Gray,17.789510233686986,38.38109280251663
Nike,Canvas,Medium,7.0,Yes,No,Backpack,Blue,14.385736417347854,91.45703943696478
Puma,Polyester,Small,5.0,Yes,Yes,Tote,Red,,37.52512072735989
Jansport,Nylon,Large,10.0,No,Yes,Tote,Red,30.0,33.141321651120634
Jansport,Polyester,Medium,,No,No,Messenger,Pink,30.0,57.00222984670636
,Polyester,Small,1.0,No,Yes,Backpack,Black,9.009610632444453,25.553580290560383
Jansport,Leather,Large,5.0,Yes,No,Messenger,Green,26.793005912296003,125.10969769516738
Jansport,Canvas,Small,3.0,Yes,,Backpack,Red,15.77416395038021,150.0
Nike,Polyester,Large,1.0,Yes,No,Messenger,,15.77744019918356,88.46269993482163
Jansport,Canvas,Small,3.0,Yes,Yes,Backpack,Red,18.04858002421297,48.06857187720379
Under Armour,Nylon,Large,10.0,No,No,Backpack,Black,15.837350011764784,73.73648239100824
Puma,Canvas,,6.0,No,Yes,Backpack,Pink,12.093083181377144,66.69712382459036
Nike,Leather,Small,7.0,Yes,No,Messenger,Blue,10.24352548267413,100.60116852799275
Adidas,Leather,Medium,8.0,No,No,,Green,17.12355924869697,79.28008928948636
Jansport,Nylon,Small,6.0,Yes,No,Messenger,Green,24.940849147360144,148.69180850268842
Under Armour,Canvas,Small,3.0,No,Yes,,Blue,14.07731417470617,54.496889238398495
Puma,Canvas,Small,4.0,Yes,,Backpack,,,150.0
Nike,Leather,Large,10.0,Yes,No,Messenger,Red,16.243784864456753,79.03881641609395
Adidas,Canvas,Medium,7.0,Yes,No,Tote,Blue,15.48439512386956,129.2236648630551
Nike,Polyester,Large,8.0,No,Yes,Backpack,Red,28.946204926551165,91.93495826636423
Puma,Polyester,Small,6.0,No,Yes,Messenger,Blue,15.442648058944526,75.74527908330978
Jansport,Polyester,Medium,2.0,No,No,Backpack,Gray,7.6856712305808,117.42420660561996
Adidas,Canvas,Small,5.0,Yes,No,Messenger,Blue,18.610472058138065,97.2185353302588
Nike,Nylon,Small,6.0,No,No,Backpack,Pink,13.407391537090886,56.62673846382158
Adidas,Canvas,Small,8.0,No,Yes,Messenger,Green,16.01772731693871,132.71732178456512
Puma,Polyester,Small,8.0,No,Yes,Messenger,Green,24.017160328102623,68.61554660951163
Adidas,Canvas,,4.0,No,No,Tote,Pink,23.04635375126156,80.11900085058882
Puma,Leather,Large,6.0,No,Yes,Messenger,Gray,24.728021256936696,16.174411737526647
Nike,Leather,Large,1.0,No,No,Messenger,Pink,9.382777354791006,16.589245953139656
Puma,Leather,Large,1.0,No,No,Backpack,Green,25.28294872832259,111.84000450729287
Under Armour,Canvas,Large,7.0,Yes,No,Tote,Pink,,
Under Armour,Nylon,Medium,3.0,Yes,No,Messenger,Pink,,90.99928973134246
Puma,Leather,Large,5.0,No,No,Tote,Gray,29.67317783616755,137.7777790094528
Under Armour,Canvas,Small,7.0,No,Yes,Messenger,Black,14.510558078022193,49.96768839809983
Puma,Leather,Large,1.0,Yes,No,Tote,Blue,22.537351296985506,33.09771129155422
Under Armour,,Small,3.0,Yes,No,Messenger,Red,17.885932376795417,76.92559106005476
Jansport,Leather,Medium,9.0,No,Yes,Backpack,Black,23.565278061985712,54.29864087579515
Jansport,Polyester,Large,7.0,No,No,Tote,Black,15.798899814988223,66.98777461308562
Nike,Leather,Large,6.0,Yes,Yes,Tote,Black,19.30397363055046,76.75738666190956
Adidas,Canvas,Large,10.0,No,No,Backpack,Blue,13.203355017454395,17.598773992663265
Puma,Nylon,Small,9.0,Yes,Yes,Backpack,Red,24.71064535083998,27.05382181933976
Nike,Leather,Small,5.0,Yes,No,Messenger,Blue,19.21010425178697,26.57045339569218
Under Armour,Canvas,Large,9.0,Yes,No,Backpack,Green,7.410962532547073,56.95065418088983
Nike,Polyester,Medium,6.0,Yes,Yes,,Red,20.831131455904483,106.29192973370574
Puma,Nylon,Medium,8.0,No,Yes,Tote,Green,23.58688703020082,97.28286501431442
Nike,Canvas,Large,8.0,No,Yes,Messenger,Red,30.0,111.53634153477944
Puma,Canvas,Large,2.0,Yes,No,Backpack,Green,27.972765546961828,74.1610941096451
Adidas,Leather,Small,8.0,No,No,Backpack,Green,21.92079292315819,38.26154623040937
Nike,Canvas,Small,9.0,Yes,No,Messenger,Gray,22.426188737223573,
Jansport,Leather,Medium,5.0,No,No,Tote,Green,21.579071936173055,132.52907001792568
Adidas,Polyester,Medium,3.0,Yes,Yes,Backpack,Gray,27.858281028957368,77.25006109864721
Nike,Polyester,Large,8.0,No,No,Messenger,Green,25.60960827982561,94.30688143920597
Nike,Canvas,Small,,No,Yes,Messenger,Black,,72.16857095266313
Jansport,Leather,Large,3.0,No,No,Backpack,Gray,29.07482433900586,145.2763926285114
Puma,Nylon,Large,9.0,Yes,No,Messenger,Black,14.64103445804011,17.121448722091433
Under Armour,Canvas,Medium,5.0,,No,Tote,Gray,23.14995562187932,95.56136914879517
Under Armour,Nylon,Large,1.0,No,Yes,Backpack,Gray,28.679363839619786,131.22812030296734
Adidas,,Large,5.0,No,Yes,Tote,Red,28.94119793137345,62.67688875639848
Adidas,Canvas,Small,10.0,No,No,,Gray,17.657918053344552,120.70683714554532
Jansport,Nylon,Medium,,No,Yes,Messenger,Blue,12.447193093753986,81.76113614206342
Adidas,Nylon,Small,2.0,No,,Tote,Blue,15.47749331732641,36.58652027812253
Adidas,Canvas,Small,5.0,Yes,Yes,Tote,,15.6679954186632,47.93115348411033
Nike,Nylon,Medium,1.0,Yes,No,Messenger,Gray,26.5696776967224,39.34592694936448
Jansport,Polyester,Large,1.0,Yes,Yes,Tote,Red,5.912112873918305,79.44517319868841
Adidas,Polyester,Large,1.0,,No,Tote,Blue,15.197078215615726,125.032169317344
Jansport,Polyester,Large,1.0,No,,Tote,Blue,26.04921759215062,35.602734420288044
Nike,Leather,Small,3.0,No,Yes,,Green,12.87213361931985,59.13921199277585
Adidas,Leather,Small,4.0,No,Yes,Tote,Green,16.13599796862128,15.0
Adidas,Canvas,Medium,2.0,Yes,No,Messenger,,27.99218831432121,115.7288438583732
Under Armour,Polyester,Small,7.0,No,No,Messenger,,9.90706289375034,119.67344204745224
Puma,Leather,Medium,6.0,Yes,Yes,Messenger,Blue,7.749704740479334,107.41341594403396
Under Armour,Canvas,Medium,8.0,No,No,Tote,Pink,6.762873817423182,141.72918751568577
Puma,Polyester,Medium,5.0,No,Yes,Tote,Red,20.30657347392699,91.34574014426524
Under Armour,Canvas,Large,8.0,Yes,Yes,Messenger,Black,,54.94482742645532
Under Armour,Polyester,Medium,,Yes,No,Tote,Black,9.697885990454385,110.26945939062632
Adidas,Polyester,Small,5.0,No,Yes,Backpack,,22.10158387189748,68.6879270738986
Adidas,Canvas,Medium,9.0,Yes,No,Backpack,Blue,29.47567594930059,
Nike,Polyester,Medium,2.0,No,Yes,Tote,Blue,7.330089306791454,90.80676783702722
Puma,Canvas,Medium,3.0,,No,Backpack,Black,27.50702909712297,30.351354750530547
Jansport,Polyester,Large,7.0,No,No,Backpack,Gray,20.136110292755465,115.36762121744296
Nike,Polyester,Medium,6.0,No,Yes,,Blue,8.88018274021617,25.78007030653312
Under Armour,Nylon,Large,6.0,Yes,No,Backpack,Green,10.13737765010097,93.41616921997633
Adidas,Leather,Large,5.0,No,No,Messenger,Blue,5.173134204803175,35.341979731232016
Jansport,Nylon,Small,7.0,No,No,Tote,Red,16.301183887634185,142.94492711210336
Nike,Nylon,Medium,2.0,Yes,No,Backpack,Black,6.230846405304478,24.93631562033388
Under Armour,Leather,Small,4.0,Yes,No,Tote,Green,12.208937197583102,40.146553459450544
Nike,Leather,Small,9.0,No,No,Tote,Blue,27.706472529394848,126.53964542854814
Nike,Leather,Medium,4.0,No,No,Backpack,Black,11.347267186089825,138.7919531714963
Adidas,Polyester,Small,9.0,No,No,Backpack,Black,23.61573033017412,
Adidas,Leather,Medium,8.0,No,No,Tote,Blue,15.974015553433084,103.55388366374012
Jansport,Canvas,Large,1.0,No,Yes,Messenger,Red,26.57048844816443,80.12811408859085
Nike,Nylon,Small,7.0,Yes,Yes,Tote,Red,17.347317223109933,126.10061559427416
Adidas,Nylon,Small,6.0,No,No,,Pink,17.17887643899151,99.47116679384632
Jansport,Polyester,Large,8.0,No,No,Messenger,Black,24.20774105089877,37.73784831874688
Under Armour,Canvas,Large,6.0,No,Yes,Messenger,Pink,6.081486555795934,114.56557145320592
Jansport,Canvas,Large,1.0,No,Yes,Tote,Gray,14.22635454670393,137.51069739286618
Jansport,Canvas,Medium,10.0,No,Yes,Tote,Green,7.409333486963224,
Adidas,Polyester,Small,10.0,No,Yes,Messenger,Black,23.615120382676416,50.0684782954525
Jansport,Canvas,Medium,8.0,No,Yes,Backpack,Blue,27.89188665970071,76.63798966661254
Puma,Nylon,Small,2.0,Yes,,Backpack,Gray,,77.6804979329816
Under Armour,Canvas,Large,1.0,No,Yes,Messenger,Pink,11.841176304229698,64.77123284192054
Nike,Polyester,Small,4.0,Yes,No,Messenger,Gray,18.33533104717176,83.60446662197691
Nike,Polyester,Small,8.0,No,Yes,Backpack,Pink,13.620297862052537,150.0
Puma,Polyester,Medium,7.0,No,Yes,Messenger,Black,13.08532428612973,75.26551633283817
Under Armour,Canvas,Small,8.0,No,No,Tote,Green,14.392739360103072,103.2633914498076
Under Armour,Polyester,Medium,4.0,No,No,Backpack,,27.32359674485563,40.78907497631055
Puma,Polyester,Small,4.0,No,No,Messenger,Pink,15.062781515051585,113.42455976900747
Jansport,Canvas,Large,8.0,Yes,Yes,Backpack,Gray,10.03244181425598,32.519919532089794
Nike,Leather,Small,10.0,No,Yes,Tote,Blue,25.693172370606504,55.25661656963128
Under Armour,Polyester,Medium,1.0,No,No,Backpack,Blue,15.762261143830225,150.0
Adidas,Nylon,Small,3.0,No,Yes,Messenger,,6.036203904779554,95.54723954735849
Jansport,Nylon,Medium,5.0,Yes,No,Backpack,Blue,22.193932418031228,145.4449174607172
Jansport,Canvas,Medium,5.0,Yes,Yes,Backpack,Gray,22.218265886535512,115.46749620666613
Puma,Leather,Small,4.0,Yes,Yes,Backpack,Black,15.914606335695137,47.7876668526295
Adidas,Polyester,Medium,9.0,No,Yes,Messenger,Blue,28.96501896897998,40.011853498943246
Adidas,Leather,Small,8.0,Yes,No,Backpack,,26.88967528145741,123.81114866365232
Nike,Nylon,Large,6.0,No,Yes,Tote,Red,24.86687869294305,125.63254949707544
Puma,Canvas,Medium,7.0,No,No,Backpack,Green,14.3642062079295,147.75387999272368
Puma,Polyester,Medium,,Yes,Yes,Tote,Green,,78.75939312049789
,Leather,Small,7.0,Yes,No,Tote,Green,28.14103833196797,110.0033488001784
Jansport,Polyester,Medium,10.0,No,No,Backpack,Blue,21.558375007399317,60.96570019504859
Nike,Leather,Large,1.0,Yes,Yes,Tote,Green,27.4292603246505,55.28001836858315
Adidas,Nylon,,1.0,Yes,Yes,Backpack,Green,16.469762838172652,61.533430253908726
Adidas,Nylon,Medium,9.0,No,No,Backpack,Red,18.108392288696336,101.94899620848408
Adidas,Canvas,Large,2.0,Yes,Yes,Tote,Blue,14.631915841985746,43.29908193834284
Nike,Polyester,Medium,3.0,Yes,No,Backpack,Gray,6.920623198655434,120.91905569451504
Puma,Nylon,Small,3.0,No,Yes,Messenger,Red,5.0,
Puma,Leather,Medium,10.0,Yes,Yes,Backpack,Red,22.36716043215246,65.90477948446865
Puma,Leather,Medium,7.0,,Yes,Messenger,Pink,6.557513670281333,69.95898078842927
Puma,Nylon,Medium,6.0,Yes,No,Messenger,Blue,22.12340832089205,102.21818297433504
Puma,Nylon,Medium,6.0,Yes,Yes,Messenger,Pink,17.576284093993735,53.37317364922035
Under Armour,Canvas,Small,8.0,Yes,Yes,Messenger,Red,24.98673547700562,39.77433066287725
Adidas,Polyester,Small,6.0,Yes,No,Tote,Gray,5.0,35.2185237255032
Jansport,Nylon,Medium,6.0,No,No,Backpack,Black,20.16335130600585,48.49699574170533
Nike,Polyester,,7.0,Yes,No,,Black,26.46370734793757,24.254152311215933
Under Armour,Leather,Medium,9.0,No,Yes,Backpack,Pink,,86.45862492163202
Puma,Leather,Medium,7.0,No,Yes,Messenger,Black,15.439022429200271,21.91969821961515
Adidas,Canvas,Large,7.0,No,Yes,Backpack,Red,15.348211764355012,111.16583051217832
Puma,Nylon,Medium,3.0,Yes,No,Tote,Green,30.0,27.353437590282983
Puma,Polyester,Medium,7.0,Yes,Yes,Tote,Blue,5.126528180348098,22.92438107715533
Adidas,Leather,Medium,,No,Yes,Tote,Black,11.060790486427376,80.83802251880272
Nike,Nylon,Medium,2.0,No,Yes,Messenger,Green,22.49461711430424,44.41737004736012
Puma,Canvas,,5.0,No,No,Backpack,Red,8.913395773740142,39.81656198026241
Puma,Polyester,Medium,3.0,Yes,No,Messenger,Pink,26.02297120137933,62.46687368741979
Under Armour,Canvas,Small,9.0,Yes,No,Backpack,Green,18.963699887577665,141.80557922581775
Adidas,Polyester,Medium,7.0,Yes,No,Backpack,Pink,5.0,91.5949610146853
Adidas,Leather,Large,5.0,No,No,Messenger,Blue,25.844263994311586,54.97870740631544
Jansport,Nylon,Small,5.0,No,No,Tote,Blue,27.378484586719477,86.00391884464202
Jansport,Leather,Small,2.0,Yes,Yes,Messenger,Gray,30.0,105.97742368855914
Jansport,Leather,Large,2.0,Yes,No,Tote,Green,24.675880509621784,58.55418955292593
Jansport,Leather,Medium,4.0,Yes,Yes,Tote,Blue,5.0,22.718957487923216
Jansport,Nylon,Small,7.0,No,No,Tote,Green,15.07480538312937,73.83586288709996
Nike,Nylon,Small,7.0,Yes,No,Backpack,Green,19.393555468605108,16.57885447066753
Puma,Canvas,Small,,No,Yes,Messenger,Red,10.478135647427491,35.97359592938168
Adidas,Polyester,Medium,10.0,No,,Messenger,Black,9.765916635615865,28.58952764928574
Puma,Canvas,Small,8.0,Yes,No,Tote,Red,21.38049562209706,33.21813851676341
Nike,Polyester,Small,3.0,Yes,Yes,Tote,Blue,17.643966299229398,29.82345987879616
Jansport,Leather,Medium,10.0,Yes,Yes,Tote,Gray,10.998677498710236,71.44025068359292
Nike,Nylon,Small,3.0,No,,Messenger,Green,15.962686676398397,90.97084003121276
Adidas,Polyester,Small,,Yes,No,Backpack,Pink,24.658961521681064,141.73228384427856
,Polyester,Large,10.0,Yes,Yes,Tote,Black,,99.21566183735344
Nike,Polyester,Large,10.0,Yes,Yes,Backpack,Green,29.67609779159018,113.68840465104977
Under Armour,Canvas,Small,8.0,,No,Messenger,Red,5.977151199183869,59.229274571003565
Jansport,Leather,Small,6.0,No,Yes,Backpack,Green,8.717058573859795,125.5714578173221
Adidas,Canvas,Small,8.0,Yes,Yes,Tote,Gray,16.58426394980406,122.39288440496296
,Canvas,Large,7.0,Yes,Yes,Tote,Blue,11.57876397876731,
Puma,Canvas,Medium,6.0,No,Yes,Messenger,Green,29.268218447138384,112.03846638968838
Nike,Polyester,Large,9.0,Yes,Yes,Tote,Red,30.0,123.76251198785322
Puma,Leather,Medium,7.0,No,Yes,Messenger,Black,18.099314123056264,142.84098658421934
Jansport,Nylon,Large,2.0,No,No,Tote,Pink,8.20523791176946,
Under Armour,Canvas,Small,8.0,No,Yes,Backpack,,12.165136955681586,56.40763218954079
Jansport,Leather,Small,10.0,No,Yes,Messenger,Black,30.0,148.3489011358483
Under Armour,Polyester,Small,8.0,Yes,Yes,Messenger,Blue,12.885753139837284,139.554542845435
Under Armour,Canvas,Small,4.0,No,No,Tote,Gray,16.81528820615509,19.913187555665857
Puma,Canvas,Small,1.0,No,Yes,Backpack,Red,14.112836431918645,46.92357200311831
Puma,Leather,Small,3.0,No,No,Backpack,,27.13396646632105,136.07290677004087
Adidas,Leather,Small,1.0,No,No,Tote,Red,,53.14608990920362
Puma,Nylon,Large,5.0,No,Yes,Messenger,Green,21.01233292513967,142.8906882745854
Puma,Polyester,Medium,2.0,No,No,Messenger,Red,23.795215414204296,143.27537508586067
Puma,Polyester,Small,5.0,No,No,Backpack,Black,26.352640392484176,122.77882215495656
Jansport,Canvas,Small,2.0,No,,Backpack,Black,15.696773281511106,125.3534272468046
Under Armour,Leather,Small,1.0,Yes,No,Messenger,Red,5.0,27.510309496107173
,Polyester,Medium,10.0,Yes,Yes,Backpack,Black,22.054970612852426,78.8146869114162
,Leather,Medium,8.0,No,,Tote,Black,10.481706210080713,139.49790450513115
Under Armour,Canvas,Large,6.0,Yes,No,Backpack,Green,19.18139067177523,54.11557679936427
,Polyester,Small,8.0,Yes,No,,Black,,100.32835692938112
Nike,Leather,Small,4.0,Yes,Yes,Backpack,Pink,19.95404327040757,27.898205121913563
Puma,Polyester,Large,4.0,Yes,Yes,Backpack,,29.96023733410765,140.6541611142314
Jansport,Polyester,Large,3.0,Yes,,Tote,Pink,24.08531579143309,72.32930529479256
Adidas,Leather,Medium,3.0,No,Yes,Messenger,Red,,97.83230616165082
Nike,Leather,Small,8.0,Yes,Yes,Tote,Red,17.018318912914733,73.86798659383192
Adidas,Polyester,Medium,1.0,Yes,Yes,Backpack,Green,20.72306768912512,137.0328023106482
Puma,Leather,Medium,2.0,No,Yes,Backpack,Green,27.71455449256586,141.81527113089376
Adidas,Canvas,Large,4.0,No,No,Messenger,Gray,,43.64242992969859
Under Armour,Polyester,Small,6.0,No,No,Messenger,Gray,16.28679263959734,32.207125259704064
Adidas,Nylon,Small,10.0,Yes,,Tote,Blue,6.614829173754384,120.39845425938404
Nike,Polyester,Large,1.0,Yes,Yes,Tote,Gray,13.540119224533443,131.2437000298963
Adidas,Canvas,Small,8.0,No,Yes,Backpack,Red,14.415826284119216,16.864864045876953
Puma,Canvas,Medium,2.0,No,No,Tote,Gray,25.542399607628003,150.0
Adidas,Leather,,1.0,No,No,Messenger,Gray,,18.164511808533707
Nike,Polyester,Medium,5.0,Yes,Yes,Messenger,Pink,20.914976843457374,98.84676643135872
Puma,Leather,Large,8.0,Yes,Yes,Backpack,Gray,9.743279918400338,17.961322594222672
Adidas,Nylon,Medium,8.0,No,No,Backpack,Black,7.743302029811672,105.37594508821384
Nike,Leather,Medium,9.0,Yes,Yes,Messenger,Green,8.150639161480381,95.27457069870724
Jansport,Nylon,Large,7.0,Yes,No,Messenger,Gray,7.010271708958063,44.880721512580514
Jansport,Polyester,Small,5.0,No,No,Messenger,Gray,8.079345659507162,150.0
Jansport,Nylon,Large,2.0,Yes,No,Messenger,Black,17.259421175174214,85.09447774749535
Nike,Leather,Small,6.0,No,Yes,Tote,Pink,9.945596638059476,62.1962486262847
Under Armour,Leather,Medium,,Yes,No,Messenger,Red,10.471310789166049,55.21002538431905
Jansport,Leather,Medium,7.0,Yes,No,Tote,Black,25.65764077958713,132.87621613349145
Adidas,Leather,Large,7.0,No,Yes,Tote,Red,10.028813300798184,40.54155587151976
Puma,Nylon,Large,4.0,No,Yes,Backpack,Green,28.628168712154995,47.84812949872224
Under Armour,Nylon,Small,5.0,No,No,Tote,Red,25.454793906818328,148.937816710938
Jansport,Leather,Large,7.0,Yes,Yes,Messenger,Red,13.782348338163636,43.67636580371865
Puma,Nylon,Medium,7.0,No,,Messenger,Black,23.00943051279781,145.50331835257532
Jansport,,Medium,1.0,Yes,Yes,Messenger,Black,6.278712421748784,57.5362351909721
Nike,Leather,Small,9.0,Yes,No,,Red,18.250525859042085,27.12096419160106
Puma,Polyester,Large,4.0,Yes,Yes,Messenger,Green,13.111599011738912,102.39606865739438
Under Armour,Leather,Large,9.0,Yes,Yes,Backpack,Gray,18.486484360843665,115.69889743721984
Under Armour,,Medium,7.0,Yes,Yes,Messenger,Gray,12.13424026904482,102.41291860913364
